Source,Target,Type,Weight
191,216,undirected,1
191,82,undirected,2
191,218,undirected,1
191,192,undirected,5
191,163,undirected,1
191,12,undirected,3
191,259,undirected,1
191,124,undirected,1
191,174,undirected,1
191,20,undirected,1
191,284,undirected,1
191,94,undirected,1
191,36,undirected,1
191,149,undirected,2
191,10,undirected,2
191,181,undirected,1
191,143,undirected,1
191,71,undirected,1
191,223,undirected,1
191,234,undirected,1
191,148,undirected,1
191,219,undirected,2
191,37,undirected,1
191,189,undirected,1
191,211,undirected,1
191,153,undirected,4
191,177,undirected,2
191,45,undirected,1
191,38,undirected,2
191,70,undirected,1
191,92,undirected,1
191,171,undirected,8
191,167,undirected,1
191,250,undirected,1
191,9,undirected,4
191,65,undirected,1
191,66,undirected,1
191,247,undirected,1
191,159,undirected,1
191,120,undirected,1
50,52,undirected,1
50,28,undirected,1
50,22,undirected,1
50,43,undirected,2
50,142,undirected,2
50,51,undirected,1
50,31,undirected,1
50,90,undirected,1
50,155,undirected,1
50,44,undirected,3
50,38,undirected,1
50,19,undirected,1
211,15,undirected,2
211,18,undirected,2
211,139,undirected,1
211,126,undirected,1
211,123,undirected,2
211,72,undirected,1
211,118,undirected,1
211,1,undirected,1
211,260,undirected,1
211,216,undirected,2
211,82,undirected,1
211,5,undirected,2
211,29,undirected,1
211,67,undirected,1
211,20,undirected,1
211,143,undirected,1
211,71,undirected,1
211,113,undirected,1
211,219,undirected,1
211,228,undirected,1
211,176,undirected,1
211,85,undirected,1
211,153,undirected,1
211,177,undirected,1
211,45,undirected,3
211,232,undirected,1
211,44,undirected,1
211,38,undirected,1
211,250,undirected,1
211,9,undirected,2
211,168,undirected,2
91,21,undirected,1
91,17,undirected,1
91,32,undirected,1
91,87,undirected,1
91,30,undirected,1
91,177,undirected,1
91,9,undirected,1
91,86,undirected,1
91,11,undirected,1
153,154,undirected,1
153,96,undirected,2
153,196,undirected,1
153,33,undirected,3
153,72,undirected,2
153,122,undirected,1
153,129,undirected,2
153,19,undirected,1
153,168,undirected,1
153,206,undirected,1
160,39,undirected,1
160,196,undirected,1
160,261,undirected,1
177,154,undirected,1
177,43,undirected,1
177,244,undirected,1
177,238,undirected,2
177,142,undirected,6
177,246,undirected,1
177,23,undirected,1
177,62,undirected,2
177,121,undirected,1
177,236,undirected,2
177,72,undirected,2
177,90,undirected,2
177,118,undirected,12
177,30,undirected,2
177,98,undirected,1
177,94,undirected,1
177,36,undirected,1
177,149,undirected,7
177,10,undirected,2
177,34,undirected,2
177,155,undirected,3
177,122,undirected,1
177,37,undirected,1
177,85,undirected,1
177,153,undirected,6
177,57,undirected,3
177,44,undirected,1
177,38,undirected,5
177,19,undirected,1
177,92,undirected,1
177,237,undirected,1
177,9,undirected,5
177,120,undirected,2
45,114,undirected,1
45,88,undirected,1
45,110,undirected,2
45,26,undirected,1
45,28,undirected,3
45,22,undirected,8
45,43,undirected,1
45,83,undirected,1
45,15,undirected,2
45,244,undirected,1
45,21,undirected,4
45,17,undirected,1
45,18,undirected,3
45,142,undirected,1
45,104,undirected,1
45,31,undirected,1
45,236,undirected,1
45,33,undirected,2
45,128,undirected,2
45,68,undirected,1
45,14,undirected,4
45,32,undirected,3
45,90,undirected,1
45,1,undirected,25
45,5,undirected,5
45,12,undirected,11
45,30,undirected,1
45,20,undirected,5
45,278,undirected,1
45,10,undirected,3
45,42,undirected,1
45,49,undirected,1
45,37,undirected,1
45,85,undirected,1
45,153,undirected,1
45,105,undirected,2
45,38,undirected,1
45,19,undirected,1
45,150,undirected,1
45,9,undirected,2
45,25,undirected,3
45,165,undirected,1
45,168,undirected,1
45,11,undirected,3
45,99,undirected,1
105,22,undirected,2
105,17,undirected,1
105,196,undirected,1
105,128,undirected,1
105,1,undirected,6
105,98,undirected,1
105,161,undirected,1
105,106,undirected,1
105,19,undirected,1
105,150,undirected,3
105,165,undirected,1
105,99,undirected,1
60,151,undirected,1
60,17,undirected,2
60,112,undirected,1
60,142,undirected,1
60,246,undirected,1
60,303,undirected,1
60,33,undirected,2
60,137,undirected,1
60,16,undirected,1
60,72,undirected,4
60,1,undirected,3
60,67,undirected,2
60,166,undirected,2
60,10,undirected,1
60,261,undirected,1
60,37,undirected,3
60,85,undirected,1
60,105,undirected,1
60,57,undirected,2
60,44,undirected,1
60,38,undirected,5
60,19,undirected,3
60,9,undirected,9
60,168,undirected,2
60,11,undirected,2
60,99,undirected,1
232,88,undirected,1
232,117,undirected,3
232,43,undirected,2
232,21,undirected,1
232,196,undirected,3
232,142,undirected,1
232,56,undirected,1
232,116,undirected,1
232,64,undirected,1
232,16,undirected,1
232,208,undirected,1
232,90,undirected,2
232,118,undirected,3
232,29,undirected,1
232,30,undirected,1
232,20,undirected,1
232,94,undirected,1
232,149,undirected,2
232,10,undirected,3
232,143,undirected,1
232,155,undirected,3
232,42,undirected,1
232,214,undirected,1
232,122,undirected,1
232,265,undirected,1
232,37,undirected,1
232,176,undirected,1
232,153,undirected,2
232,177,undirected,1
232,60,undirected,1
232,57,undirected,1
232,44,undirected,2
232,38,undirected,2
232,167,undirected,1
232,73,undirected,1
232,11,undirected,1
232,66,undirected,1
232,159,undirected,1
268,105,undirected,1
295,43,undirected,1
295,1,undirected,1
295,9,undirected,1
295,120,undirected,1
57,39,undirected,3
57,96,undirected,1
57,17,undirected,1
57,196,undirected,2
57,142,undirected,1
57,33,undirected,3
57,1,undirected,6
57,223,undirected,4
57,37,undirected,2
57,153,undirected,1
57,160,undirected,3
57,38,undirected,9
57,19,undirected,5
57,237,undirected,1
57,9,undirected,4
57,73,undirected,1
4,28,undirected,4
4,133,undirected,1
4,17,undirected,1
4,80,undirected,2
4,13,undirected,11
4,61,undirected,8
4,85,undirected,1
4,161,undirected,1
4,19,undirected,2
4,3,undirected,3
44,28,undirected,1
44,22,undirected,3
44,151,undirected,1
44,39,undirected,6
44,96,undirected,1
44,17,undirected,3
44,196,undirected,2
44,142,undirected,4
44,33,undirected,6
44,72,undirected,2
44,74,undirected,1
44,1,undirected,8
44,54,undirected,1
44,155,undirected,4
44,122,undirected,1
44,106,undirected,1
44,153,undirected,2
44,57,undirected,3
44,73,undirected,2
44,66,undirected,1
38,22,undirected,7
38,39,undirected,5
38,244,undirected,1
38,282,undirected,1
38,96,undirected,1
38,17,undirected,13
38,196,undirected,2
38,246,undirected,1
38,93,undirected,2
38,33,undirected,9
38,128,undirected,1
38,72,undirected,9
38,74,undirected,1
38,98,undirected,5
38,111,undirected,1
38,61,undirected,2
38,129,undirected,3
38,253,undirected,2
38,176,undirected,1
38,106,undirected,1
38,105,undirected,1
38,44,undirected,4
38,19,undirected,14
38,150,undirected,3
38,168,undirected,4
38,11,undirected,5
38,206,undirected,1
38,99,undirected,3
41,151,undirected,1
41,77,undirected,1
41,51,undirected,10
41,80,undirected,2
41,53,undirected,15
41,47,undirected,1
41,35,undirected,3
41,1,undirected,37
41,13,undirected,7
41,129,undirected,1
41,141,undirected,1
41,4,undirected,10
41,19,undirected,7
70,125,undirected,2
70,28,undirected,1
70,22,undirected,1
70,117,undirected,2
70,151,undirected,1
70,83,undirected,1
70,15,undirected,3
70,17,undirected,1
70,196,undirected,1
70,183,undirected,2
70,18,undirected,2
70,142,undirected,1
70,56,undirected,1
70,249,undirected,1
70,139,undirected,1
70,116,undirected,2
70,64,undirected,1
70,8,undirected,1
70,123,undirected,1
70,32,undirected,4
70,74,undirected,1
70,271,undirected,1
70,90,undirected,1
70,118,undirected,3
70,1,undirected,1
70,210,undirected,1
70,82,undirected,2
70,5,undirected,2
70,29,undirected,2
70,12,undirected,1
70,67,undirected,1
70,174,undirected,1
70,207,undirected,1
70,20,undirected,1
70,220,undirected,1
70,10,undirected,1
70,258,undirected,1
70,111,undirected,1
70,143,undirected,2
70,71,undirected,2
70,223,undirected,1
70,113,undirected,1
70,97,undirected,1
70,34,undirected,1
70,219,undirected,1
70,228,undirected,1
70,85,undirected,1
70,211,undirected,1
70,160,undirected,1
70,177,undirected,2
70,57,undirected,1
70,38,undirected,3
70,41,undirected,1
70,92,undirected,1
70,167,undirected,1
70,9,undirected,5
70,168,undirected,1
70,73,undirected,1
70,66,undirected,1
78,69,undirected,1
78,110,undirected,1
78,22,undirected,1
78,117,undirected,1
78,43,undirected,1
78,96,undirected,1
78,23,undirected,1
78,188,undirected,1
78,197,undirected,1
78,79,undirected,1
78,32,undirected,1
78,240,undirected,1
78,82,undirected,2
78,63,undirected,1
78,67,undirected,1
78,10,undirected,1
78,42,undirected,2
78,219,undirected,1
78,58,undirected,1
78,153,undirected,1
78,177,undirected,1
78,45,undirected,1
78,38,undirected,2
78,9,undirected,1
185,28,undirected,1
185,117,undirected,1
185,196,undirected,1
185,31,undirected,1
185,5,undirected,1
185,130,undirected,2
185,34,undirected,1
185,155,undirected,1
185,228,undirected,1
185,60,undirected,1
185,232,undirected,2
185,44,undirected,2
185,38,undirected,1
185,92,undirected,1
185,171,undirected,1
185,9,undirected,1
185,66,undirected,1
19,112,undirected,1
19,33,undirected,9
19,72,undirected,2
19,90,undirected,2
19,95,undirected,2
19,85,undirected,1
19,160,undirected,1
19,44,undirected,10
19,73,undirected,8
3,68,undirected,1
3,53,undirected,1
3,41,undirected,1
92,88,undirected,2
92,26,undirected,2
92,147,undirected,1
92,43,undirected,2
92,151,undirected,2
92,83,undirected,3
92,39,undirected,1
92,15,undirected,4
92,96,undirected,1
92,21,undirected,6
92,17,undirected,2
92,196,undirected,3
92,142,undirected,4
92,246,undirected,1
92,23,undirected,1
92,62,undirected,2
92,31,undirected,8
92,121,undirected,1
92,236,undirected,1
92,33,undirected,6
92,89,undirected,3
92,64,undirected,3
92,8,undirected,2
92,72,undirected,3
92,47,undirected,3
92,118,undirected,3
92,13,undirected,1
92,95,undirected,1
92,5,undirected,3
92,222,undirected,1
92,29,undirected,5
92,12,undirected,4
92,63,undirected,1
92,67,undirected,2
92,20,undirected,2
92,98,undirected,1
92,36,undirected,2
92,149,undirected,1
92,143,undirected,3
92,71,undirected,2
92,113,undirected,1
92,97,undirected,1
92,34,undirected,1
92,42,undirected,3
92,214,undirected,1
92,49,undirected,1
92,37,undirected,1
92,129,undirected,2
92,85,undirected,1
92,106,undirected,1
92,141,undirected,1
92,50,undirected,1
92,153,undirected,2
92,45,undirected,3
92,105,undirected,2
92,60,undirected,1
92,57,undirected,3
92,44,undirected,4
92,38,undirected,9
92,19,undirected,8
92,9,undirected,4
92,25,undirected,1
92,168,undirected,1
92,73,undirected,1
92,11,undirected,1
92,27,undirected,3
92,159,undirected,1
92,99,undirected,1
92,120,undirected,3
306,26,undirected,1
306,264,undirected,1
306,272,undirected,1
306,307,undirected,1
171,277,undirected,1
171,88,undirected,2
171,69,undirected,2
171,125,undirected,1
171,147,undirected,1
171,117,undirected,1
171,43,undirected,2
171,151,undirected,1
171,39,undirected,1
171,15,undirected,1
171,244,undirected,1
171,96,undirected,1
171,186,undirected,3
171,21,undirected,7
171,100,undirected,1
171,248,undirected,1
171,112,undirected,2
171,142,undirected,2
171,246,undirected,1
171,56,undirected,2
171,23,undirected,3
171,62,undirected,5
171,93,undirected,1
171,188,undirected,1
171,51,undirected,1
171,266,undirected,1
171,121,undirected,1
171,139,undirected,2
171,116,undirected,3
171,126,undirected,2
171,242,undirected,1
171,182,undirected,2
171,128,undirected,1
171,79,undirected,1
171,64,undirected,3
171,16,undirected,1
171,123,undirected,2
171,72,undirected,2
171,310,undirected,1
171,47,undirected,1
171,74,undirected,1
171,90,undirected,1
171,118,undirected,5
171,240,undirected,1
171,216,undirected,4
171,95,undirected,1
171,82,undirected,2
171,29,undirected,2
171,163,undirected,2
171,12,undirected,2
171,259,undirected,1
171,40,undirected,1
171,144,undirected,2
171,63,undirected,1
171,30,undirected,1
171,67,undirected,1
171,174,undirected,1
171,20,undirected,2
171,284,undirected,1
171,140,undirected,2
171,251,undirected,1
171,220,undirected,3
171,98,undirected,1
171,94,undirected,1
171,307,undirected,1
171,149,undirected,5
171,10,undirected,1
171,258,undirected,2
171,181,undirected,1
171,143,undirected,3
171,71,undirected,2
171,113,undirected,3
171,155,undirected,3
171,42,undirected,3
171,199,undirected,3
171,132,undirected,1
171,261,undirected,1
171,219,undirected,1
171,179,undirected,1
171,265,undirected,1
171,37,undirected,1
171,129,undirected,2
171,253,undirected,2
171,189,undirected,2
171,228,undirected,1
171,225,undirected,1
171,58,undirected,1
171,50,undirected,1
171,153,undirected,3
171,160,undirected,1
171,177,undirected,2
171,45,undirected,2
171,60,undirected,1
171,232,undirected,2
171,57,undirected,2
171,44,undirected,3
171,38,undirected,3
171,70,undirected,1
171,92,undirected,3
171,250,undirected,2
171,150,undirected,1
171,9,undirected,6
171,187,undirected,1
171,193,undirected,1
171,65,undirected,1
171,66,undirected,3
171,291,undirected,1
171,159,undirected,1
171,301,undirected,1
171,120,undirected,1
167,22,undirected,1
167,43,undirected,1
167,151,undirected,1
167,39,undirected,1
167,15,undirected,1
167,112,undirected,1
167,142,undirected,1
167,246,undirected,1
167,77,undirected,1
167,72,undirected,1
167,74,undirected,1
167,90,undirected,1
167,29,undirected,1
167,30,undirected,2
167,67,undirected,1
167,94,undirected,1
167,149,undirected,1
167,10,undirected,1
167,155,undirected,1
167,148,undirected,2
167,44,undirected,1
167,38,undirected,2
167,9,undirected,4
167,168,undirected,1
167,11,undirected,1
250,142,undirected,1
250,23,undirected,1
250,62,undirected,2
250,72,undirected,1
250,118,undirected,1
250,82,undirected,1
250,218,undirected,2
250,149,undirected,4
250,10,undirected,1
250,253,undirected,1
250,85,undirected,1
250,177,undirected,1
250,44,undirected,1
250,38,undirected,2
250,19,undirected,2
250,150,undirected,1
250,206,undirected,1
150,151,undirected,1
150,84,undirected,1
150,33,undirected,1
150,32,undirected,1
150,1,undirected,3
150,67,undirected,4
9,28,undirected,3
9,22,undirected,15
9,7,undirected,1
9,151,undirected,7
9,39,undirected,4
9,15,undirected,18
9,244,undirected,2
9,96,undirected,1
9,17,undirected,16
9,112,undirected,3
9,18,undirected,2
9,142,undirected,5
9,246,undirected,3
9,23,undirected,8
9,62,undirected,16
9,93,undirected,4
9,33,undirected,11
9,128,undirected,1
9,64,undirected,11
9,72,undirected,3
9,47,undirected,11
9,90,undirected,3
9,1,undirected,39
9,13,undirected,1
9,95,undirected,2
9,67,undirected,8
9,98,undirected,4
9,10,undirected,15
9,111,undirected,1
9,155,undirected,2
9,122,undirected,1
9,290,undirected,1
9,261,undirected,1
9,146,undirected,1
9,49,undirected,3
9,129,undirected,3
9,316,undirected,1
9,176,undirected,1
9,85,undirected,5
9,106,undirected,1
9,50,undirected,1
9,153,undirected,4
9,105,undirected,3
9,268,undirected,1
9,44,undirected,14
9,38,undirected,30
9,19,undirected,13
9,150,undirected,2
9,25,undirected,2
9,165,undirected,1
9,168,undirected,10
9,86,undirected,1
9,11,undirected,16
9,99,undirected,3
25,26,undirected,4
25,28,undirected,5
25,147,undirected,3
25,117,undirected,1
25,23,undirected,2
25,32,undirected,3
25,1,undirected,18
25,12,undirected,5
25,20,undirected,3
25,54,undirected,1
25,97,undirected,1
25,48,undirected,1
25,49,undirected,1
25,37,undirected,1
25,38,undirected,1
25,41,undirected,2
25,27,undirected,4
25,99,undirected,1
187,83,undirected,1
187,142,undirected,1
187,56,undirected,1
187,139,undirected,1
187,36,undirected,1
187,113,undirected,1
187,42,undirected,1
187,265,undirected,1
187,50,undirected,1
187,9,undirected,1
187,168,undirected,1
193,186,undirected,1
193,21,undirected,1
193,23,undirected,1
193,121,undirected,1
193,1,undirected,1
193,173,undirected,1
193,24,undirected,1
193,12,undirected,1
193,157,undirected,1
193,251,undirected,1
193,71,undirected,2
193,189,undirected,1
193,9,undirected,1
165,72,undirected,1
165,1,undirected,2
165,150,undirected,1
257,52,undirected,1
257,1,undirected,1
257,46,undirected,1
65,52,undirected,6
65,28,undirected,1
65,22,undirected,5
65,2,undirected,5
65,116,undirected,1
65,68,undirected,6
65,53,undirected,2
65,35,undirected,4
65,1,undirected,109
65,20,undirected,12
65,107,undirected,4
65,61,undirected,1
65,48,undirected,39
65,41,undirected,2
65,19,undirected,2
65,3,undirected,4
65,25,undirected,2
168,7,undirected,1
168,151,undirected,4
168,18,undirected,2
168,246,undirected,1
168,226,undirected,1
168,1,undirected,6
168,202,undirected,1
168,98,undirected,2
168,253,undirected,1
168,19,undirected,2
168,99,undirected,1
73,26,undirected,1
73,28,undirected,3
73,17,undirected,3
73,23,undirected,1
73,77,undirected,1
73,93,undirected,1
73,31,undirected,2
73,33,undirected,3
73,128,undirected,2
73,72,undirected,2
73,32,undirected,5
73,47,undirected,2
73,1,undirected,4
73,67,undirected,1
73,49,undirected,2
73,85,undirected,1
73,25,undirected,1
73,11,undirected,4
73,99,undirected,1
86,26,undirected,4
86,22,undirected,2
86,17,undirected,1
86,51,undirected,1
86,1,undirected,5
86,61,undirected,1
86,19,undirected,1
46,33,undirected,1
46,1,undirected,3
46,4,undirected,1
46,19,undirected,2
46,86,undirected,1
212,28,undirected,1
212,71,undirected,1
212,213,undirected,1
212,150,undirected,1
231,117,undirected,1
231,151,undirected,1
231,15,undirected,2
231,62,undirected,1
231,116,undirected,1
231,72,undirected,1
231,118,undirected,1
231,13,undirected,1
231,82,undirected,2
231,29,undirected,2
231,12,undirected,1
231,124,undirected,1
231,224,undirected,1
231,98,undirected,1
231,149,undirected,3
231,10,undirected,2
231,143,undirected,1
231,155,undirected,2
231,145,undirected,1
231,232,undirected,2
231,44,undirected,1
231,38,undirected,1
231,185,undirected,2
231,66,undirected,1
279,129,undirected,1
11,26,undirected,34
11,28,undirected,29
11,7,undirected,1
11,96,undirected,1
11,17,undirected,2
11,112,undirected,1
11,18,undirected,3
11,103,undirected,1
11,93,undirected,1
11,51,undirected,16
11,33,undirected,3
11,128,undirected,1
11,137,undirected,1
11,14,undirected,19
11,16,undirected,2
11,13,undirected,14
11,95,undirected,1
11,48,undirected,5
11,160,undirected,1
11,19,undirected,22
11,25,undirected,1
11,165,undirected,1
11,168,undirected,3
11,86,undirected,1
11,46,undirected,2
11,175,undirected,1
11,99,undirected,1
66,22,undirected,3
66,117,undirected,2
66,43,undirected,1
66,151,undirected,2
66,17,undirected,1
66,23,undirected,2
66,62,undirected,1
66,77,undirected,1
66,64,undirected,1
66,8,undirected,1
66,53,undirected,1
66,32,undirected,3
66,90,undirected,1
66,1,undirected,4
66,63,undirected,2
66,67,undirected,1
66,202,undirected,1
66,10,undirected,1
66,71,undirected,1
66,34,undirected,1
66,155,undirected,1
66,37,undirected,2
66,129,undirected,1
66,253,undirected,1
66,176,undirected,1
66,85,undirected,1
66,153,undirected,1
66,38,undirected,1
66,150,undirected,1
66,9,undirected,1
66,11,undirected,2
206,196,undirected,1
304,117,undirected,1
304,143,undirected,1
304,129,undirected,1
304,38,undirected,1
291,125,undirected,1
291,112,undirected,1
291,82,undirected,1
203,204,undirected,1
203,104,undirected,1
27,52,undirected,6
27,28,undirected,36
27,43,undirected,1
27,21,undirected,18
27,17,undirected,4
27,196,undirected,1
27,238,undirected,1
27,18,undirected,1
27,142,undirected,2
27,23,undirected,24
27,62,undirected,3
27,93,undirected,1
27,104,undirected,1
27,51,undirected,19
27,31,undirected,12
27,33,undirected,2
27,14,undirected,15
27,16,undirected,2
27,72,undirected,1
27,32,undirected,18
27,47,undirected,23
27,74,undirected,1
27,87,undirected,3
27,90,undirected,1
27,1,undirected,63
27,13,undirected,12
27,5,undirected,1
27,12,undirected,14
27,67,undirected,3
27,20,undirected,5
27,98,undirected,1
27,10,undirected,4
27,49,undirected,5
27,37,undirected,2
27,129,undirected,1
27,85,undirected,2
27,153,undirected,2
27,160,undirected,1
27,45,undirected,7
27,60,undirected,2
27,57,undirected,1
27,44,undirected,3
27,38,undirected,4
27,41,undirected,1
27,19,undirected,20
27,9,undirected,12
27,286,undirected,1
27,168,undirected,1
27,73,undirected,2
27,86,undirected,4
27,46,undirected,1
27,11,undirected,35
27,206,undirected,1
247,88,undirected,1
247,15,undirected,1
247,96,undirected,1
247,21,undirected,3
247,17,undirected,1
247,18,undirected,1
247,142,undirected,1
247,84,undirected,1
247,72,undirected,1
247,47,undirected,1
247,218,undirected,1
247,130,undirected,1
247,199,undirected,2
247,148,undirected,1
247,145,undirected,1
247,172,undirected,1
247,179,undirected,1
247,60,undirected,1
247,92,undirected,1
247,167,undirected,2
247,250,undirected,1
247,150,undirected,1
247,9,undirected,1
159,33,undirected,1
159,72,undirected,1
159,153,undirected,3
159,44,undirected,1
159,19,undirected,1
159,168,undirected,1
99,128,undirected,1
99,72,undirected,1
99,19,undirected,1
280,33,undirected,1
280,182,undirected,1
280,38,undirected,1
280,150,undirected,1
115,62,undirected,1
115,57,undirected,1
115,9,undirected,1
115,120,undirected,1
301,43,undirected,1
301,142,undirected,1
301,118,undirected,3
301,129,undirected,1
221,154,undirected,1
221,117,undirected,1
221,121,undirected,1
221,90,undirected,1
221,1,undirected,1
221,222,undirected,1
221,29,undirected,1
221,12,undirected,1
221,30,undirected,2
221,42,undirected,1
221,199,undirected,2
221,132,undirected,1
221,122,undirected,1
221,153,undirected,1
221,232,undirected,1
221,9,undirected,1
120,43,undirected,3
120,151,undirected,2
120,39,undirected,1
120,15,undirected,1
120,244,undirected,1
120,21,undirected,1
120,17,undirected,3
120,196,undirected,1
120,238,undirected,1
120,142,undirected,3
120,246,undirected,1
120,62,undirected,6
120,93,undirected,2
120,236,undirected,1
120,16,undirected,1
120,72,undirected,1
120,74,undirected,1
120,90,undirected,1
120,202,undirected,2
120,10,undirected,3
120,34,undirected,1
120,155,undirected,2
120,37,undirected,4
120,129,undirected,1
120,253,undirected,1
120,153,undirected,1
120,105,undirected,1
120,60,undirected,1
120,57,undirected,2
120,44,undirected,1
120,38,undirected,4
120,150,undirected,1
120,9,undirected,12
120,168,undirected,2
